name2	chrom	r.means_2	r.sd_2
Arid4a	chr12	0.779072362840945	0.25012276237668
Wdr89	chr12	0.621847238962546	0.365206910405785
Aldh6a1	chr12	0.75657336726039	0.635418061693674
Lin52	chr12	0.660997276907281	0.319450024552475
Sptlc2	chr12	0.940895495736797	0.194098477746529
Sel1l	chr12	0.907147002365966	0.219275925181912
Esyt2	chr12	0.812999419668765	0.251774474353823
Sp4	chr12	0.582965046203294	0.38069729029954
Pitrm1	chr13	0.864023927503236	0.318557207267533
B3galnt2	chr13	0.700504441765993	0.339583054327932
Ggps1	chr13	0.774518994687737	0.146511316459087
Arid4b	chr13	0.834918084014106	0.125842596312665
Stard3nl	chr13	0.869112986027409	0.250837016204634
Cdk20	chr13	0.574751127181822	0.434177045667604
Pdhb	chr14	0.977054595776974	0.0508459443774831
Ghitm	chr14	0.980402660595509	0.0269630820052676
Txndc16	chr14	0.787732690504888	0.251953037810812
Gpr137c	chr14	0.446631846792554	0.667827329137092
Hnrnpc	chr14	0.985357796526941	0.00549082630239721
Prmt5	chr14	0.918485781884737	0.214186866657739
Cdca2	chr14	0.668854069014776	0.77541181197268
Kctd9	chr14	0.759698227757689	0.395741261550824
Rap2a	chr14	0.745279228605866	0.480023213249408
AW549877	chr15	0.771260211597697	0.396589437971519
A630020A06	chr15	NA	NA
Eny2	chr15	0.861256193919914	0.126646131869113
Nudcd1	chr15	0.711932503013258	0.306504173920807
Gsk3b	chr16	0.909825454220794	0.049774563635552
BC031361	chr16	NA	NA
4932412D23Rik	chr16	0.186063122182045	0.430918262577563
Qtrtd1	chr16	0.750859336636757	0.384447122896299
Ccdc191	chr16	NA	NA
Tfg	chr16	0.963662336502835	0.0905316726931833
Cldnd1	chr16	0.907593411008437	0.317798312575331
Cggbp1	chr16	0.924244453372617	0.109682603455203
Lnpep	chr17	0.710146868443373	0.648140708004107
Ppp2r1a	chr17	0.981340118744699	0.0685237266193473
Zfp53	chr17	0.599392884246239	0.438328646042587
Rab5a	chr17	0.928217490290612	0.14972545868488
Sgol1	chr17	0.581134770769162	0.876657292085175
Khsrp	chr17	0.9206285433686	0.0901299049149591
Gpr108	chr17	0.818088478192938	0.493460113387795
Pja2	chr17	0.856926030087943	0.525690817374224
Ankhd1	chr18	0.935360028570153	0.0730324539083077
Tcerg1	chr18	0.881299941966876	0.162983795366278
March3	chr18	0.556046605062274	0.581715102004375
Osbp	chr19	0.837105486362216	0.277755457345654
Tle4	chr19	0.761885630105799	0.293960091067363
Piga	chrX	0.639212535154681	0.321815990357573
