index	AMYGDALA_CTRL_1	AMYGDALA_CTRL_2	AMYGDALA_FEAR_1	CORTEX_CTRL_1	CORTEX_CTRL_2	CORTEX_FEAR_1	CORTEX_FEAR_2	AMYGDALA_ERRB4_KO_1	AMYGDALA_ERRB4_KO_2	AMYGDALA_ERRB4_KO_3	AMYGDALA_ERRB4_WT_1	CORTEX_ERRB4_KO_1	CORTEX_ERRB4_KO_2	CORTEX_ERRB4_KO_3	CORTEX_ERRB4_WT_1	CORTEX_ERRB4_WT_2
39	1.4702946206034e-07	1.29582875147536e-07	1.05435025788971e-07	1.36951844359807e-07	1.44048008608405e-07	1.70535162156734e-07	1.22569617322409e-07	1.73711509594806e-07	1.99447300889505e-07	1.8565739942358e-07	1.39727467164395e-07	1.89766328284233e-07	1.68786830126971e-07	1.8670043140446e-07	2.18347607346052e-07	2.21208451976775e-07
40	1.49702725006891e-07	1.40850951247322e-07	9.45279541556292e-08	1.40809642792478e-07	1.50050008967089e-07	1.70535162156734e-07	1.26870305649511e-07	1.80145269209428e-07	2.13900003852512e-07	1.89975013363663e-07	1.39727467164395e-07	1.89766328284233e-07	1.76698712789173e-07	1.902230810536e-07	2.14881772308813e-07	2.21208451976775e-07
41	1.49702725006891e-07	1.40850951247322e-07	9.08922636111819e-08	1.38880743576143e-07	1.54051342539544e-07	1.7335392516759e-07	1.26870305649511e-07	1.80145269209428e-07	2.08118922667309e-07	1.89975013363663e-07	1.35617835777206e-07	1.93803909737089e-07	1.79336007009907e-07	1.902230810536e-07	2.14881772308813e-07	2.21208451976775e-07
42	1.49702725006891e-07	1.35216913197429e-07	9.08922636111819e-08	1.35022945143472e-07	1.52050675753316e-07	1.67716399145879e-07	1.18268928995307e-07	1.83362149016739e-07	1.96556760296903e-07	1.89975013363663e-07	1.19179310228454e-07	1.89766328284233e-07	1.79336007009907e-07	1.93745730702741e-07	1.90620927048141e-07	2.25158602904932e-07
43	1.52375987953443e-07	1.35216913197429e-07	8.36208825222874e-08	1.38880743576143e-07	1.48049342180861e-07	1.69125780651307e-07	1.13968240668205e-07	1.60843990365561e-07	1.96556760296903e-07	1.8565739942358e-07	1.19179310228454e-07	1.69578421019953e-07	1.76698712789173e-07	1.97268380351882e-07	1.9408676208538e-07	2.25158602904932e-07
44	1.55049250899995e-07	1.35216913197429e-07	8.72565730667346e-08	1.42738542008813e-07	1.48049342180861e-07	1.70535162156734e-07	1.11817896504654e-07	1.67277749980183e-07	1.93666219704302e-07	1.8565739942358e-07	1.19179310228454e-07	1.81691165378521e-07	1.79336007009907e-07	2.00791030001023e-07	1.97552597122619e-07	2.29108753833088e-07
45	1.52375987953443e-07	1.40850951247322e-07	9.08922636111819e-08	1.42738542008813e-07	1.48049342180861e-07	1.77582069683872e-07	1.16118584831756e-07	1.67277749980183e-07	1.96556760296903e-07	1.89975013363663e-07	1.35617835777206e-07	1.77653583925665e-07	1.81973301230641e-07	2.04313679650163e-07	1.97552597122619e-07	2.17258301048618e-07
46	1.57722513846546e-07	1.52119027347108e-07	9.45279541556292e-08	1.42738542008813e-07	1.50050008967089e-07	1.83219595705582e-07	1.29020649813062e-07	1.64060870172872e-07	1.93666219704302e-07	1.94292627303746e-07	1.39727467164395e-07	1.89766328284233e-07	1.89885183892843e-07	2.07836329299304e-07	2.01018432159858e-07	2.25158602904932e-07
47	1.6306903973965e-07	1.46484989297215e-07	1.01799335244524e-07	1.44667441225149e-07	1.52050675753316e-07	1.80400832694727e-07	1.29020649813062e-07	1.64060870172872e-07	1.93666219704302e-07	1.98610241243829e-07	1.31508204390018e-07	1.93803909737089e-07	1.89885183892843e-07	2.11358978948445e-07	2.01018432159858e-07	2.29108753833088e-07
48	1.68415565632753e-07	1.46484989297215e-07	1.01799335244524e-07	1.48525239657819e-07	1.50050008967089e-07	1.74763306673017e-07	1.26870305649511e-07	1.67277749980183e-07	1.99447300889505e-07	2.02927855183913e-07	1.43837098551583e-07	1.97841491189945e-07	1.81973301230641e-07	2.00791030001023e-07	1.90620927048141e-07	2.29108753833088e-07
49	1.73762091525856e-07	1.52119027347108e-07	1.09070716333418e-07	1.46596340441484e-07	1.54051342539544e-07	1.77582069683872e-07	1.26870305649511e-07	1.70494629787494e-07	1.93666219704302e-07	2.07245469123996e-07	1.47946729938771e-07	2.05916654095657e-07	1.97797066555044e-07	2.04313679650163e-07	2.01018432159858e-07	2.37009055689402e-07
50	1.71088828579305e-07	1.57753065397001e-07	1.16342097422313e-07	1.40809642792478e-07	1.56052009325772e-07	1.71944543662162e-07	1.29020649813062e-07	1.80145269209428e-07	1.96556760296903e-07	2.07245469123996e-07	1.52056361325959e-07	2.13991817001369e-07	2.03071654996512e-07	2.04313679650163e-07	2.07950102234335e-07	2.37009055689402e-07
51	1.65742302686201e-07	1.63387103446894e-07	1.16342097422313e-07	1.40809642792478e-07	1.58052676112e-07	1.71944543662162e-07	1.31170993976613e-07	1.96229668245984e-07	1.907756791117e-07	2.02927855183913e-07	1.52056361325959e-07	2.18029398454225e-07	2.05708949217246e-07	2.04313679650163e-07	2.11415937271574e-07	2.44909357545715e-07
52	1.71088828579305e-07	1.57753065397001e-07	1.1997778796676e-07	1.36951844359807e-07	1.52050675753316e-07	1.7335392516759e-07	1.31170993976613e-07	1.99446548053295e-07	1.93666219704302e-07	1.98610241243829e-07	1.64385255487523e-07	2.22066979907081e-07	2.13620831879448e-07	2.04313679650163e-07	2.07950102234335e-07	2.40959206617558e-07
53	1.68415565632753e-07	1.57753065397001e-07	1.1997778796676e-07	1.29236247494466e-07	1.56052009325772e-07	1.71944543662162e-07	1.29020649813062e-07	1.99446548053295e-07	1.907756791117e-07	1.89975013363663e-07	1.60275624100335e-07	2.18029398454225e-07	2.16258126100182e-07	2.07836329299304e-07	2.01018432159858e-07	2.44909357545715e-07
54	1.73762091525856e-07	1.57753065397001e-07	1.16342097422313e-07	1.36951844359807e-07	1.58052676112e-07	1.64897636135024e-07	1.33321338140164e-07	2.09097187475229e-07	1.82104057333896e-07	1.94292627303746e-07	1.52056361325959e-07	2.26104561359937e-07	2.18895420320916e-07	2.07836329299304e-07	2.04484267197097e-07	2.48859508473872e-07
55	1.81781880365511e-07	1.57753065397001e-07	1.1997778796676e-07	1.33094045927137e-07	1.56052009325772e-07	1.63488254629597e-07	1.35471682303715e-07	2.02663427860607e-07	1.87885138519099e-07	1.89975013363663e-07	1.47946729938771e-07	2.22066979907081e-07	2.18895420320916e-07	2.07836329299304e-07	1.90620927048141e-07	2.52809659402028e-07
56	1.81781880365511e-07	1.57753065397001e-07	1.1997778796676e-07	1.35022945143472e-07	1.52050675753316e-07	1.63488254629597e-07	1.37622026467266e-07	2.02663427860607e-07	1.96556760296903e-07	1.94292627303746e-07	1.47946729938771e-07	2.30142142812793e-07	2.2153271454165e-07	2.11358978948445e-07	1.97552597122619e-07	2.48859508473872e-07
57	1.81781880365511e-07	1.52119027347108e-07	1.16342097422313e-07	1.33094045927137e-07	1.54051342539544e-07	1.59260110113314e-07	1.37622026467266e-07	2.02663427860607e-07	1.99447300889505e-07	1.94292627303746e-07	1.47946729938771e-07	2.26104561359937e-07	2.34719185645319e-07	2.07836329299304e-07	1.87155092010902e-07	2.37009055689402e-07
58	1.84455143312063e-07	1.57753065397001e-07	1.12706406877866e-07	1.35022945143472e-07	1.56052009325772e-07	1.56441347102459e-07	1.33321338140164e-07	2.05880307667918e-07	1.96556760296903e-07	1.89975013363663e-07	1.43837098551583e-07	2.30142142812793e-07	2.39993774086787e-07	1.97268380351882e-07	1.90620927048141e-07	2.29108753833088e-07
59	1.89801669205166e-07	1.57753065397001e-07	1.23613478511207e-07	1.36951844359807e-07	1.54051342539544e-07	1.62078873124169e-07	1.33321338140164e-07	2.05880307667918e-07	1.96556760296903e-07	1.8565739942358e-07	1.52056361325959e-07	2.34179724265649e-07	2.53180245190457e-07	1.902230810536e-07	1.97552597122619e-07	2.48859508473872e-07
60	1.89801669205166e-07	1.52119027347108e-07	1.30884859600102e-07	1.38880743576143e-07	1.56052009325772e-07	1.60669491618742e-07	1.35471682303715e-07	2.02663427860607e-07	1.99447300889505e-07	1.8565739942358e-07	1.52056361325959e-07	2.38217305718505e-07	2.42631068307521e-07	1.902230810536e-07	2.07950102234335e-07	2.44909357545715e-07
61	1.84455143312063e-07	1.57753065397001e-07	1.30884859600102e-07	1.36951844359807e-07	1.56052009325772e-07	1.56441347102459e-07	1.33321338140164e-07	2.09097187475229e-07	1.93666219704302e-07	1.8565739942358e-07	1.56165992713147e-07	2.38217305718505e-07	2.45268362528255e-07	1.8670043140446e-07	2.07950102234335e-07	2.48859508473872e-07
62	1.84455143312063e-07	1.57753065397001e-07	1.30884859600102e-07	1.38880743576143e-07	1.56052009325772e-07	1.57850728607886e-07	1.33321338140164e-07	2.05880307667918e-07	1.93666219704302e-07	1.8565739942358e-07	1.56165992713147e-07	2.50330050077073e-07	2.39993774086787e-07	1.8670043140446e-07	2.14881772308813e-07	2.40959206617558e-07
63	1.81781880365511e-07	1.52119027347108e-07	1.30884859600102e-07	1.38880743576143e-07	1.54051342539544e-07	1.53622584091604e-07	1.33321338140164e-07	2.1231406728254e-07	1.82104057333896e-07	1.98610241243829e-07	1.56165992713147e-07	2.50330050077073e-07	2.39993774086787e-07	1.93745730702741e-07	2.11415937271574e-07	2.52809659402028e-07
64	1.76435354472408e-07	1.52119027347108e-07	1.38156240688997e-07	1.35022945143472e-07	1.58052676112e-07	1.56441347102459e-07	1.41922714794368e-07	2.25181586511785e-07	1.76322976148693e-07	2.02927855183913e-07	1.72604518261899e-07	2.66480375888497e-07	2.42631068307521e-07	2.18404278246726e-07	2.14881772308813e-07	2.60709961258342e-07
65	1.73762091525856e-07	1.52119027347108e-07	1.38156240688997e-07	1.36951844359807e-07	1.58052676112e-07	1.57850728607886e-07	1.44073058957919e-07	2.34832225933719e-07	1.73432435556091e-07	2.02927855183913e-07	1.72604518261899e-07	2.62442794435641e-07	2.45268362528255e-07	2.14881628597586e-07	2.04484267197097e-07	2.68610263114655e-07
66	1.73762091525856e-07	1.52119027347108e-07	1.38156240688997e-07	1.36951844359807e-07	1.58052676112e-07	1.63488254629597e-07	1.44073058957919e-07	2.3804910574103e-07	1.76322976148693e-07	2.02927855183913e-07	1.72604518261899e-07	2.70517957341353e-07	2.42631068307521e-07	2.18404278246726e-07	2.07950102234335e-07	2.68610263114655e-07
67	1.68415565632753e-07	1.40850951247322e-07	1.38156240688997e-07	1.35022945143472e-07	1.58052676112e-07	1.62078873124169e-07	1.39772370630817e-07	2.44482865355652e-07	1.76322976148693e-07	1.98610241243829e-07	1.68494886874711e-07	2.74555538794209e-07	2.42631068307521e-07	2.21926927895867e-07	2.01018432159858e-07	2.68610263114655e-07
68	1.65742302686201e-07	1.40850951247322e-07	1.41791931233444e-07	1.35022945143472e-07	1.56052009325772e-07	1.56441347102459e-07	1.39772370630817e-07	2.44482865355652e-07	1.73432435556091e-07	1.98610241243829e-07	1.72604518261899e-07	2.74555538794209e-07	2.42631068307521e-07	2.21926927895867e-07	2.01018432159858e-07	2.68610263114655e-07
69	1.6306903973965e-07	1.35216913197429e-07	1.45427621777891e-07	1.29236247494466e-07	1.56052009325772e-07	1.56441347102459e-07	1.39772370630817e-07	2.47699745162964e-07	1.76322976148693e-07	1.94292627303746e-07	1.72604518261899e-07	2.74555538794209e-07	2.47905656748989e-07	2.25449577545008e-07	2.01018432159858e-07	2.76510564970968e-07
70	1.65742302686201e-07	1.35216913197429e-07	1.56334693411233e-07	1.29236247494466e-07	1.54051342539544e-07	1.60669491618742e-07	1.39772370630817e-07	2.47699745162964e-07	1.67651354370888e-07	1.94292627303746e-07	1.80823781036275e-07	2.66480375888497e-07	2.50542950969723e-07	2.28972227194149e-07	2.07950102234335e-07	2.76510564970968e-07
71	1.65742302686201e-07	1.35216913197429e-07	1.56334693411233e-07	1.31165146710801e-07	1.54051342539544e-07	1.63488254629597e-07	1.41922714794368e-07	2.50916624970275e-07	1.67651354370888e-07	1.98610241243829e-07	1.84933412423463e-07	2.66480375888497e-07	2.53180245190457e-07	2.32494876843289e-07	2.01018432159858e-07	2.88361017755439e-07
72	1.6306903973965e-07	1.35216913197429e-07	1.52699002866786e-07	1.31165146710801e-07	1.68056010043139e-07	1.56441347102459e-07	1.44073058957919e-07	2.50916624970275e-07	1.64760813778287e-07	2.07245469123996e-07	1.84933412423463e-07	2.66480375888497e-07	2.53180245190457e-07	2.32494876843289e-07	2.01018432159858e-07	2.96261319611752e-07
73	1.60395776793098e-07	1.18314799047751e-07	1.52699002866786e-07	1.33094045927137e-07	1.52050675753316e-07	1.55031965597031e-07	1.35471682303715e-07	2.3804910574103e-07	1.50308110815279e-07	2.02927855183913e-07	1.89043043810651e-07	2.70517957341353e-07	2.53180245190457e-07	2.25449577545008e-07	1.97552597122619e-07	2.92311168683595e-07
74	1.57722513846546e-07	1.18314799047751e-07	1.52699002866786e-07	1.31165146710801e-07	1.54051342539544e-07	1.53622584091604e-07	1.35471682303715e-07	2.28398466319096e-07	1.50308110815279e-07	1.89975013363663e-07	1.89043043810651e-07	2.58405212982785e-07	2.58454833631925e-07	2.3601752649243e-07	1.90620927048141e-07	2.88361017755439e-07
75	1.57722513846546e-07	1.07046722947965e-07	1.52699002866786e-07	1.29236247494466e-07	1.52050675753316e-07	1.53622584091604e-07	1.39772370630817e-07	2.31615346126408e-07	1.53198651407881e-07	1.89975013363663e-07	1.97262306585028e-07	2.54367631529929e-07	2.53180245190457e-07	2.32494876843289e-07	1.83689256973663e-07	2.84410866827282e-07
