name2	chrom	r.means_2	r.sd_2
Serpini1	chr3	0.534172581581179	0.751796794785947
Golim4	chr3	0.772376233203875	0.741127628230883
Etfdh	chr3	0.911298602740949	0.132851211999464
4930579G24Rik	chr3	0.605330119191108	0.37975983215035
Zfp687	chr3	0.735547520199991	0.227177358153654
Ensa	chr3	0.953573501182983	0.210570956653721
Trim45	chr3	0.536359983929289	0.343823936431409
Lrif1	chr3	0.753805633677068	0.395607338958082
Rbm15	chr3	0.68653185125664	0.335654658274184
Alg14	chr3	0.741395473416365	0.460336592116423
Snora24	chr3	0.458952725324762	0.984643542698987
Snhg8	chr3	NA	NA
Papss1	chr3	0.796794785947056	0.684880139279496
4930539J05Rik	chr3	0.571938752734253	0.695549305834561
Ube2d3	chr3	0.99236641221374	0.0105352439623231
Pkn2	chr3	0.866702379358064	0.14334181509754
Hs2st1	chr3	0.758716128744253	0.326726485424758
Sep15	chr3	0.991384313200304	0.0104013213695817
Bcl10	chr3	0.834962724878354	0.368510334360073
Plag1	chr4	0.47828221954377	0.44047140752645
Chchd7	chr4	0.883353421722245	0.476451944109638
Asph	chr4	0.844962278469711	0.533726172938708
Pdp1	chr4	0.676666220258024	0.659658050979867
1700123M08Rik	chr4	0.480380340163386	0.514887728226418
Ripk2	chr4	0.611758403642695	0.536538547386277
A530072M11Rik	chr4	0.35922503459667	0.218606312218205
Wwp1	chr4	0.766796125172983	0.347573769028168
Ufl1	chr4	0.783670371858399	0.250881657068881
Aco1	chr4	0.857149234409178	0.302932904781037
Zbtb5	chr4	0.633319941074059	0.325030132583367
Erp44	chr4	0.912236060890139	0.166599705370296
Invs	chr4	0.681665997053703	0.154055622516852
Mrpl50	chr4	0.850497745636355	0.219588411231641
Zfp189	chr4	0.535467166644346	0.343556091245927
Rnf20	chr4	0.904557832239632	0.11097718851837
Rad23b	chr4	0.973170840587474	0.0899513414579706
Fkbp15	chr4	0.817418865229231	0.273336011785188
Slc31a1	chr4	0.840899959823222	0.294451140574082
Megf9	chr4	0.646265791705727	0.389848667470202
Tle1	chr4	0.770099549127271	0.483281996339449
C630043F03Rik	chr4	0.45011383420383	0.271371813758314
Focad	chr4	0.738940225882773	0.384625686353288
Leprot	chr4	0.898665238159011	0.336993884201598
Nrd1	chr4	0.962323110575421	0.110218293826168
Stil	chr4	0.538725949734387	0.735056470693273
Cap1	chr4	0.969599571447703	0.290924512298558
Phtf2	chr5	0.715235926967546	0.406008660327664
Tmem60	chr5	0.785723851613767	0.269318334002946
Ccdc146	chr5	0.333244051604839	0.614347573769028
Fam185a	chr5	0.602696308200527	0.406856836748359
Mxd4	chr5	0.831882505245301	0.689567430025445
Rab28	chr5	0.813892236953707	0.552118209008526
Qdpr	chr5	0.936476050176331	0.427436275166287
1600023N17Rik	chr5	NA	NA
Ncapg	chr5	0.666979152716397	0.862863265032811
Lcorl	chr5	0.609972769072809	0.344002499888398
Pacrgl	chr5	0.614838623275747	0.367572876210883
Anapc4	chr5	0.932235168072854	0.17182268648721
Fryl	chr5	0.798669702245435	0.303066827373778
Dcun1d4	chr5	0.682067764831927	0.616177849203161
Uba6	chr5	0.690281683853399	0.389982590062944
Ythdc1	chr5	0.93665461363332	0.0709789741529396
Dck	chr5	0.754921655283246	0.473103879291103
Gm20605	chr5	0.553278871478952	0.79393777063524
Lrch4	chr5	0.784161421365118	0.609838846480068
1700028E10Rik	chr5	0.37975983215035	0.437569751350386
Rpa3	chr6	0.869246908620151	0.364314093120843
Umad1	chr6	0.734922548100531	0.451586982723986
B630005N14Rik	chr6	0.69572786929155	0.259229498683095
Wasl	chr6	0.836212669077273	0.157001919557163
Snd1	chr6	0.953394937725994	0.107763046292576
Creb3l2	chr6	0.655417168876389	0.591491451274497
Casp2	chr6	0.764340877639391	0.4817195660908
Pdia4	chr6	0.94335074327039	0.414445783670372
Ggct	chr6	0.691799473237802	0.550555778759877
Avl9	chr6	0.708763001651712	0.318200080353556
Tigd2	chr6	0.646667559483952	0.369849560287487
Eif2ak3	chr6	0.710280791036114	0.272041426722021
Rmnd5a	chr6	0.892192312843177	0.205571179858042
Paip2b	chr6	0.8599169679925	0.0931654836837641
Abtb1	chr6	0.752198562564171	0.45556001964198
Gm15612	chr6	0.306504173920807	0.3198517923307
Setmar	chr6	0.530779875898397	0.317709030846837
Itpr1	chr6	0.703763224856033	0.547921967769296
Ogg1	chr6	0.66568456765323	0.407838935761796
Mbd4	chr6	0.633186018481318	0.188875496629615
Ift122	chr6	0.624570331681621	0.512075353778849
M6pr	chr6	0.96669791527164	0.118789339761618
Smim10l1	chr6	0.821838310789697	0.715057363510558
Wbp11	chr6	0.945716709075488	0.0681219588411232
BC049715	chr6	0.406812195884112	0.684299808044284
4732416N19Rik	chr6	NA	NA
Ergic2	chr6	0.945627427346993	0.122673094951118
Suv420h2	chr7	0.815856434980581	0.530288826391679
Zfp78	chr7	0.457256372483371	0.281326726485425
Zfp446	chr7	0.584973885094415	0.171108432659256
Lig1	chr7	0.870675416276059	0.563323065934556
6330408A02Rik	chr7	0.568054997544752	0.329271014686844
Tomm40	chr7	0.936699254497567	0.224364983706085
Zfp788	chr7	0.647828221954377	0.320967813936878
Prmt1	chr7	0.950627204142672	0.482121333869024
Gm15545	chr7	0.575108254095799	0.499040221418687
Herc2	chr7	0.747734476139458	0.219499129503147
Mphosph10	chr7	0.853354760948172	0.287487165751529
Mcee	chr7	0.810365608678184	0.441185661354404
Akap13	chr7	0.834337752778894	0.403017722423106
Abhd2	chr7	0.866568456765323	0.126735413597607
Mesdc2	chr7	0.910227221999018	0.224766751484309
Pcf11	chr7	0.808044283737333	0.172670862907906
4632427E13Rik	chr7	0.552028927280032	0.523503415026115
Rab30	chr7	0.545288156778715	0.737690281683853
Ddias	chr7	0.566046158653632	0.797642962367751
Prcp	chr7	0.736663541806169	0.505602428463015
Uvrag	chr7	0.74724342663274	0.402615954644882
Ppme1	chr7	0.875184143565019	0.367260390161154
C2cd3	chr7	0.735235034150261	0.414847551448596
Fam160a2	chr7	0.73992232489621	0.324494442212401
Mrpl17	chr7	0.972188741574037	0.13244944422124
Zfp143	chr7	0.69385295299317	0.313423507879113
Far1	chr7	0.883130217401009	0.461095486808625
9430038I01Rik	chr7	0.678407213963662	0.264095352886032
Evi5l	chr8	0.683362349895094	0.637917950091514
Ing1	chr8	0.847506807731798	0.144993527074684
6820431F20Rik	chr8	0.864068568367484	0.153966340788358
2610005L07Rik	chr8	0.903888219275925	0.228025534574349
Tusc3	chr8	0.887817508146958	0.573501182982903
1700029J07Rik	chr8	0.464711396812642	0.471720012499442
Ufsp2	chr8	0.88263916789429	0.215392169992411
Ankrd37	chr8	0.630016517119771	0.636310878978617
Trappc11	chr8	0.814829695102897	0.171554841301728
Rwdd4a	chr8	0.833177090308468	0.2443640908888
Hmgb2	chr8	0.907504129279943	0.553234230614705
Clcn3	chr8	0.872505691710192	0.129547788045177
Msmo1	chr8	0.932636935851078	0.189366546136333
Zfp868	chr8	0.745457792062854	0.229989732601223
Zfp869	chr8	0.695772510155797	0.580152671755725
Zfp963	chr8	0.539663407883577	0.220570510245078
Gatad2a	chr8	0.883487344314986	0.133610106691666
Slc25a42	chr8	0.680505334583278	0.398196509084416
Rab8a	chr8	0.9462970403107	0.111423597160841
Large	chr8	0.656443908754073	0.716709075487701
Dnajb1	chr8	0.908932636935851	0.194053836882282
Asf1b	chr8	0.6980491942324	0.797553680639257
Aktip	chr8	0.865764921208875	0.368599616088567
Katnb1	chr8	0.681442792732467	0.287353243158788
Mon1b	chr8	0.663898933083344	0.225302441855274
Aasdhppt	chr9	0.77416186777376	0.147047006830052
Kbtbd3	chr9	0.514664523905183	0.274362751662872
Birc2	chr9	0.781929378152761	0.332128029998661
Cep57	chr9	0.882148118387572	0.126422927547877
Fam76b	chr9	0.766438998259006	0.295120753537788
Sesn3	chr9	0.703540020534798	0.714610954868086
Zfp317	chr9	0.647203249854917	0.643140931208428
Pin1	chr9	0.801571358421499	0.136690326324718
Bbs9	chr9	0.674657381366903	0.422838266148833
Herpud2	chr9	0.80483014151154	0.305879201821347
Stt3a	chr9	0.950180795500201	0.194991295031472
Tmem218	chr9	0.648363912325343	0.548502299004509
Fam214a	chr9	0.658452747645194	0.556850140618722
Ibtk	chr9	0.794027052363734	0.180125887237177
Azi2	chr9	0.91844114102049	0.176822463282889
Mtrf1l	chr10	0.652247667514843	0.368421052631579
Fbxo5	chr10	0.698227757689389	0.784206062229365
Shprh	chr10	0.737467077362618	0.142761483862328
Sf3b5	chr10	0.957948305879202	0.224052497656355
Ccdc28a	chr10	0.692558367930003	0.452167313959198
Hint3	chr10	0.760858890228115	0.561135663586447
Rwdd1	chr10	0.951430739699121	0.168519262532923
Cdk19	chr10	0.704522119548234	0.422704343556091
Gopc	chr10	0.704075710905763	0.358689344225704
Asf1a	chr10	0.758091156644793	0.249229945091737
4930467K11Rik	chr10	0.127226463104326	0.294094013660104
Hsf2	chr10	0.75300209812062	0.213115485915807
Lims1	chr10	0.896254631489666	0.188563010579885
Hsp90b1	chr10	0.995134145797063	0.00156243024864961
Ttc41	chr10	0.44373019061649	0.182670416499263
Btg1	chr10	0.89665639926789	0.236060890138833
Tmtc3	chr10	0.669702245435472	0.390920048212133
Cep290	chr10	0.561805276550154	0.358867907682693
Mettl25	chr10	0.600821391902147	0.280701754385965
Ccdc59	chr10	0.854872550332574	0.134502923976608
Nap1l1	chr10	0.989018347395206	0.0103120396410875
Thap2	chr10	0.596223382884693	0.177447435382349
Zfc3h1	chr10	0.827998750055801	0.35190393286014
Tmem5	chr10	0.825588143386456	0.361010669166555
Rab5b	chr10	0.909914735949288	0.379447346100621
Eldr	chr11	0.460247310387929	0.686174724342663
Fbxo48	chr11	0.429891522699879	0.518994687737155
Rab1a	chr11	NA	NA
Slc1a4	chr11	0.630061157984019	0.723048078210794
Sertad2	chr11	0.739341993660997	0.291504843533771
Peli1	chr11	0.826034552028927	0.252935136824249
Mdh1	chr11	0.983795366278291	0.11736083210571
Wdpcp	chr11	0.545511361099951	0.346859515200214
Xpo1	chr11	0.944868532654792	0.151868220168742
0610010F05Rik	chr11	0.692647649658497	0.507879112539619
Smek2	chr11	0.893844024820321	0.149814740413374
Cfap36	chr11	0.845364046247935	0.469532610151333
Cpeb4	chr11	0.772644078389358	0.511003973036918
Pwwp2a	chr11	0.807731797687603	0.2303468595152
G3bp1	chr11	0.939466988080889	0.0603544484621222
Map3k3	chr11	0.802151689656712	0.565153341368689
Laptm4a	chr12	0.978259899111647	0.119592875318066
Hbp1	chr12	0.935270746841659	0.116601937413508
Arl4a	chr12	0.852015535020758	0.173519039328601
Mir1938	chr12	0.184768537118879	0.751930717378688
Ifrd1	chr12	0.960760680326771	0.204410517387617
Gm7008	chr12	0.43533770813803	0.440024998883978
Zfp277	chr12	0.88063032900317	0.0932547654122584
Dock4	chr12	0.552519976786751	0.621356189455828
Immp2l	chr12	0.585018525958663	0.643051649479934
Dnajb9	chr12	0.83268604080175	0.486674702022231
Mir5627	chr12	0.00535690370965582	0.00964242667738047
Pnpla8	chr12	0.881612428016606	0.260122315968037
Brms1l	chr12	0.736931386991652	0.349136199276818
Pnn	chr12	0.92513727065756	0.141332976206419
Fbxo33	chr12	0.762198116155529	0.354002053479755
Gm527	chr12	0.489665639926789	0.36855497522432
Klhl28	chr12	0.589839739297353	0.419758046515781
Fam179b	chr12	0.691888754966296	0.195839471452167
3110056K07Rik	chr12	0.591937859916968	0.482165974733271
Arid4a	chr12	0.779072362840945	0.25012276237668
Daam1	chr12	0.731708405874738	0.392080710682559
Wdr89	chr12	0.621847238962546	0.365206910405785
Aldh6a1	chr12	0.75657336726039	0.635418061693674
Lin52	chr12	0.660997276907281	0.319450024552475
Sptlc2	chr12	0.940895495736797	0.194098477746529
Cep128	chr12	0.648274630596848	0.327038971474488
Sel1l	chr12	0.907147002365966	0.219275925181912
Rps6ka5	chr12	0.562742734699344	0.358019731261997
Xrcc3	chr12	0.648899602696308	0.424266773804741
Zfyve21	chr12	0.780902638275077	0.527297888487121
Esyt2	chr12	0.812999419668765	0.251774474353823
Sp4	chr12	0.582965046203294	0.38069729029954
Fam208b	chr13	0.69291549484398	0.382750770054908
Pitrm1	chr13	0.864023927503236	0.318557207267533
B3galnt2	chr13	0.700504441765993	0.339583054327932
Ggps1	chr13	0.774518994687737	0.146511316459087
Arid4b	chr13	0.834918084014106	0.125842596312665
Stard3nl	chr13	0.869112986027409	0.250837016204634
E2f3	chr13	0.654702915048435	0.499174144011428
Wrnip1	chr13	0.794875228784429	0.408374626132762
Fancc	chr13	0.658095620731217	0.276237667961252
Ercc6l2	chr13	0.769787063077541	0.446408642471318
Cdk20	chr13	0.574751127181822	0.434177045667604
Hiatl1	chr13	0.847685371188786	0.222847194321682
Ptdss1	chr13	0.863532877996518	0.177045667604125
Mterf3	chr13	0.899647337172448	0.0939690192402125
Srd5a1	chr13	0.544975670728985	0.644614079728584
Nsun2	chr13	0.953037810812017	0.203026650595956
Rfesd	chr13	0.587027364849783	0.254542207937146
Lysmd3	chr13	0.633096736752824	0.462300790143297
Polr3g	chr13	0.676710861122271	0.533770813802955
Mblac2	chr13	0.531628052319093	0.379090219186643
Cetn3	chr13	0.952903888219276	0.122360608901388
Rasa1	chr13	0.885406901477613	0.335163608767466
Xrcc4	chr13	0.713182447212178	0.158475068077318
Tmem167	chr13	0.813981518682202	0.147270211151288
Dhfr	chr13	0.635373420829427	0.500379447346101
Msh3	chr13	0.660684790857551	0.279183965001562
Trappc13	chr13	0.87844292665506	0.0871389670104013
Trim23	chr13	0.740815142181153	0.317128699611624
Pdhb	chr14	0.977054595776974	0.0508459443774831
Nr1d2	chr14	0.756394803803402	0.563010579884827
Kat6b	chr14	0.766037230480782	0.313512789607607
Wapl	chr14	NA	NA
Ghitm	chr14	0.980402660595509	0.0269630820052676
Tspan14	chr14	0.854649346011339	0.442971295924289
Txndc16	chr14	0.787732690504888	0.251953037810812
Gpr137c	chr14	0.446631846792554	0.667827329137092
Tmem55b	chr14	0.901209767421097	0.309718316146601
Hnrnpc	chr14	0.985357796526941	0.00549082630239721
Prmt5	chr14	0.918485781884737	0.214186866657739
Hmbox1	chr14	0.816392125351547	0.390473639569662
Ints9	chr14	0.766126512209276	0.241194589527253
Cdca2	chr14	0.668854069014776	0.77541181197268
Kctd9	chr14	0.759698227757689	0.395741261550824
Klf5	chr14	0.579259854470783	0.939556269809384
Rap2a	chr14	0.745279228605866	0.480023213249408
AW549877	chr15	0.771260211597697	0.396589437971519
A630020A06	chr15	NA	NA
Oxct1	chr15	0.953350296861747	0.36824248917459
BC037032	chr15	0.361323155216285	0.27346993437793
Rpl37	chr15	0.991741440114281	0.00616043926610419
Myo10	chr15	0.804383732869068	0.552296772465515
Oxr1	chr15	0.855185036382304	0.367215749296906
Gm10373	chr15	0.0749073702066872	0.173742243649837
Emc2	chr15	0.929422793625285	0.277309048703183
Eny2	chr15	0.861256193919914	0.126646131869113
Nudcd1	chr15	0.711932503013258	0.306504173920807
Ebag9	chr15	0.744073925271193	0.49198696486764
Sp1	chr15	0.852952993169948	0.184857818847373
Mcm4	chr16	0.837060845497969	0.554260970492389
Prkdc	chr16	0.589125485469399	0.185482790946833
Eaf2	chr16	0.610553100308022	0.288603187357707
Gsk3b	chr16	0.909825454220794	0.049774563635552
BC031361	chr16	NA	NA
4932412D23Rik	chr16	0.186063122182045	0.430918262577563
Qtrtd1	chr16	0.750859336636757	0.384447122896299
Ccdc191	chr16	NA	NA
Cblb	chr16	0.660774072586045	0.551582518637561
Tfg	chr16	0.963662336502835	0.0905316726931833
Tbc1d23	chr16	0.747064863175751	0.20186598812553
Dcbld2	chr16	0.803178429534396	0.327485380116959
Cldnd1	chr16	0.907593411008437	0.317798312575331
Arl6	chr16	0.673184232846748	0.618945582786483
Cggbp1	chr16	0.924244453372617	0.109682603455203
Gbe1	chr16	0.700370519173251	0.636087674657381
Hspa13	chr16	0.744966742556136	0.478728628186242
Tfb1m	chr17	0.654747555912683	0.417570644167671
1700102H20Rik	chr17	NA	NA
Rps6ka2	chr17	0.624793536002857	0.634168117494755
Acat2	chr17	0.877684031962859	0.443864113209232
Riok2	chr17	NA	NA
Lnpep	chr17	0.710146868443373	0.648140708004107
Ppp2r1a	chr17	0.981340118744699	0.0685237266193473
Zfp53	chr17	0.599392884246239	0.438328646042587
Rab11b	chr17	0.974197580465158	0.0570956653720816
Rn45s	chr17	NA	NA
Rab5a	chr17	0.928217490290612	0.14972545868488
Sgol1	chr17	0.581134770769162	0.876657292085175
Hdgfrp2	chr17	0.888353198517923	0.302977545645284
Khsrp	chr17	0.9206285433686	0.0901299049149591
Gpr108	chr17	0.818088478192938	0.493460113387795
Fer	chr17	0.638408999598232	0.588411231641445
Pja2	chr17	0.856926030087943	0.525690817374224
Ralbp1	chr17	0.909334404714075	0.0616936743895362
Ypel5	chr17	0.866389893308334	0.210883442703451
Birc6	chr17	0.951475380563368	0.0379447346100621
Strn	chr17	0.746573813669033	0.225123878398286
Ppm1b	chr17	0.938350966474711	0.143877505468506
1110020A21Rik	chr17	0.437837596535869	0.430561135663586
Mettl4	chr17	0.617026025623856	0.474309182625776
2700099C18Rik	chr17	0.597071559305388	0.712736038569707
Arhgap12	chr18	0.816168921030311	0.214142225793491
Sap130	chr18	0.79625909557609	0.298290254899335
Stard4	chr18	0.788714789518325	0.299361635641266
Ankhd1	chr18	0.935360028570153	0.0730324539083077
Lars	chr18	0.896924244453373	0.160528547832686
Tcerg1	chr18	0.881299941966876	0.162983795366278
Fem1c	chr18	0.747511271818222	0.155350207580019
Dtwd2	chr18	0.579572340520512	0.189991518235793
Dmxl1	chr18	0.716842998080443	0.152403910539708
March3	chr18	0.556046605062274	0.581715102004375
Dctn4	chr18	0.889781706173832	0.0672291415561805
Malt1	chr18	0.653497611713763	0.553591357528682
Mex3c	chr18	0.819561626713093	0.26771126289005
Stip1	chr19	0.979599125039061	0.0810678094727914
Osbp	chr19	0.837105486362216	0.277755457345654
Tle4	chr19	0.761885630105799	0.293960091067363
Morf4l2	chrX	0.98973260122316	0.0109816526047944
Cdkl5	chrX	0.50957546538101	0.568546047051471
Piga	chrX	0.639212535154681	0.321815990357573
Mospd2	chrX	0.747913039596447	0.483639123253426
Fancb	chrX	0.521271371813758	0.490781661532967
